ENSG00000000419	0.0445294117647059 0.211549019607843 0.525315615615616 0.424862745098039 0.611498065229409 1.98440611800966 0.10243137254902
ENSG00000000457	0.0535882352941176 0.226607843137255 0.905864411027569 0.401823529411765 0.0492801771871532 0.922156199921243 0.0513725490196078
ENSG00000000460	0.00347058823529412 0.138705882352941 0.134290166666667 0.395392156862745 0.216347646145865 0.575613452342767 0.0205686274509804
ENSG00000000938	0.0311764705882353 0.451470588235294 1.05538014705882 0.53243137254902 0.300485698866708 1.38319784269919 0.159764705882353
ENSG00000000971	0.0284901960784314 0.059078431372549 0.399581683168317 0.354607843137255 0.073759647188538 1.40152201397302 0.0120196078431373
ENSG00000001036	0.034078431372549 0.184176470588235 0.195822928176796 0.392019607843137 0.186267995570304 0.586550428404569 0.0621176470588235
ENSG00000001084	0.00294117647058824 0.20443137254902 0.583948924731183 0.410117647058824 0.599889563776917 0.541033875365004 0.0218627450980392
ENSG00000001167	0.0417647058823529 0.245333333333333 0.818023822714681 0.407176470588235 0.0263711911357356 1.97535682097032 0.122686274509804
ENSG00000001460	0.0201372549019608 0.304686274509804 0.278469230769231 0.428960784313725 0.29323882224645 0.803860240460048 0.0578235294117647
ENSG00000001461	0.0284509803921569 0.241764705882353 0.866040875912409 0.446980392156863 0.18459858001092 0.340015905189452 0.044156862745098
ENSG00000001561	0.0350980392156863 0.104294117647059 0.124609181141439 0.372294117647059 0.465556152606125 -0.00683151401917518 0.0422745098039216
ENSG00000001617	0.0672941176470588 0.523352941176471 0.553526315789474 0.576098039215686 0.0550567874526756 1.42442295686829 0.196313725490196
ENSG00000001626	0.0269411764705882 0.080078431372549 0.668504347826087 0.350117647058824 0.0463481603514331 1.3478398963396 0.0547450980392157
ENSG00000001629	0.019078431372549 0.0437254901960784 0.232674242424242 0.351666666666667 0.0243982494529555 2.02950872591184 0.05
ENSG00000001630	0.0544509803921569 0.165137254901961 0.682097694524496 0.404627450980392 0.00760043431053746 1.02262742714765 0.0723137254901961
ENSG00000001631	0.0433921568627451 0.0895686274509804 0.324761409395973 0.369254901960784 0.00858085808581203 1.66715553735236 0.0795490196078431
ENSG00000002016	0.0147058823529412 0.162764705882353 1.02693139240506 0.449352941176471 0.0821722435545803 0.595785509680963 0.0245294117647059
ENSG00000002330	0.150745098039216 0.457705882352941 0.832934411764706 0.585764705882353 0.0433388612493023 2.03260972284696 0.183725490196078
ENSG00000002549	0.0337058823529412 0.19421568627451 0.443775229357798 0.452803921568627 0.174696132596686 1.49448068610657 0.037078431372549
ENSG00000002587	0.0181176470588235 0.357470588235294 0.287755314009662 0.426823529411765 0.286555555555555 1.38132813688504 0.0556470588235294
ENSG00000002726	0.0453529411764706 0.374686274509804 0.202713972055888 0.464745098039216 0.586730872124143 -0.168158772687955 0.0394901960784314
ENSG00000002745	0.0270588235294118 0.189 0.442342690058479 0.388823529411765 0.146666666666672 1.44845740688545 0.103254901960784
ENSG00000002746	0.00398039215686275 0.171274509803922 0.304673493975904 0.41 0.325013683634366 0.986152671694969 0.0238627450980392
ENSG00000002822	0.00388235294117647 0.564803921568627 1.02032066420664 0.544254901960784 0.0135330005546312 1.31449333962746 0.0428235294117647
ENSG00000002834	0.0172352941176471 0.478078431372549 1.10729953917051 0.538509803921569 0.362930077691452 0.408701033334001 0.0794901960784314
ENSG00000002919	0.0191764705882353 0.267274509803922 0.565890663390663 0.470019607843137 0.0177117711771116 1.04050754549189 0.0864313725490196
ENSG00000002933	0.0300588235294118 0.332921568627451 0.177567372881356 0.452039215686275 0.513308784850075 0.260336312214684 0.0174313725490196
ENSG00000003056	0.0790588235294118 0.222196078431373 0.521473701298701 0.424823529411765 0.348204570184984 0.142880700286331 0.0987450980392157
ENSG00000003137	0.0331764705882353 0.512 0.263437431693989 0.541372549019608 0.29492635024549 1.80364308482042 0.151274509803922
ENSG00000003147	0 0.167039215686275 0.438421414141414 0.386588235294118 0.960607704829082 0.608227274600862 0.0597450980392157
ENSG00000003393	0.0784313725490196 0.123098039215686 0.266644063324538 0.385333333333333 0.38699724517907 0.659845486112937 0.112490196078431
